"stream","question","answer","answer_numeric","answer_avg","comments","rating","difficulty","confidence","respondent","role","time"
"Compliance Management","Do you have a standard set of security requirements and verification procedures addressing the organization's external compliance obligations?","Yes, for most or all of the obligations",1,NA,"I guess the Security Reliability Model takes care of it.","0.625","easy","unconfident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Compliance Management","Do you regularly report on adherence to external compliance obligations and use that information to guide efforts to close compliance gaps?","NO ANSWER",0,NA,NA,"0.625","easy","unconfident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Training and Awareness","Do you require employees involved with application development to take SDLC training?","No",0,0.5,"Owasp top 10 yes, for almost everyone. People who join get the same training. I don’t know about Defense in Depth, Fail Secure, Complete Mediation, etc.","2","very easy","unconfident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Training and Awareness","Is training customized for individual roles such as developers, testers, or security champions?","No",0,0.5,"As a developer and security master, I got more or less the same training","2","very easy","unconfident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Training and Awareness","Have you implemented a Learning Management System or equivalent to track employee training and certification processes?","Yes, for most or all of the training",1,1,NA,"2","very easy","unconfident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Organization and Culture","Have you identified a Security Champion for each development team?","Yes, for most or all of the teams",1,NA,NA,"2","very easy","very confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Organization and Culture","Does the organization have a Secure Software Center of Excellence (SSCE)?","Yes, for the entire organization",1,NA,"Yes, as part of the Security Reliability Model.","2","very easy","very confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Organization and Culture","Is there a centralized portal where developers and application security professionals from different teams and business units are able to communicate and share information?","Yes, for the entire organization",1,NA,"Yes, as part of the Security Reliability Model.","2","very easy","very confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Application Risk Profile","Do you classify applications according to business risk based on a simple and predefined set of questions?","Yes, most or all of them",1,0.5,NA,"1","very easy","confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Application Risk Profile","Do you use centralized and quantified application risk profiles to evaluate business risk?","Yes, for most or all of the applications",1,0.5,NA,"1","very easy","confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Application Risk Profile","Do you regularly review and update the risk profiles for your applications?","NO ANSWER",0,0,NA,"1","very easy","confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Threat Modeling","Do you identify and manage architectural design flaws with threat modeling?","NO ANSWER",0,NA,NA,"1","very easy","confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Threat Modeling","Do you use a standard methodology, aligned on your application risk levels?","NO ANSWER",0,NA,NA,"1","very easy","confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Threat Modeling","Do you regularly review and update the threat modeling methodology for your applications?","NO ANSWER",0,NA,NA,"1","very easy","confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Software Requirements","Do project teams specify security requirements during development?","Yes, for some applications",0.25,0.125,NA,"0.125","very easy","confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Software Requirements","Do you define, structure, and include prioritization in the artifacts of the security requirements gathering process?","NO ANSWER",0,0,NA,"0.125","very easy","confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Software Requirements","Do you use a standard requirements framework to streamline the elicitation of security requirements?","NO ANSWER",0,0,NA,"0.125","very easy","confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Supplier Security","Do stakeholders review vendor collaborations for security requirements and methodology?","NO ANSWER",0,NA,NA,"0.125","very easy","confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Supplier Security","Do vendors meet the security responsibilities and quality measures of service level agreements defined by the organization?","NO ANSWER",0,NA,NA,"0.125","very easy","confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Supplier Security","Are vendors aligned with standard security controls and software development tools and processes that the organization utilizes?","NO ANSWER",0,NA,NA,"0.125","very easy","confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Architecture Design","Do teams use security principles during design?","Yes, for most or all of the applications",1,0.5,NA,"1.125","very easy","confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Architecture Design","Do you use shared security services during design?","Yes, for most or all of the applications",1,0.5,NA,"1.125","very easy","confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Architecture Design","Do you base your design on available reference architectures?","Yes, for some applications",0.25,0.125,NA,"1.125","very easy","confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Technology Management","Do you evaluate the security quality of important technologies used for development?","NO ANSWER",0,NA,NA,"1.125","very easy","confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Technology Management","Do you have a list of recommended technologies for the organization?","NO ANSWER",0,NA,NA,"1.125","very easy","confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Technology Management","Do you enforce the use of recommended technologies within the organization?","NO ANSWER",0,NA,NA,"1.125","very easy","confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Build Process","Is your full build process formally described?","Yes, for some applications",0.25,0.125,NA,"0.625","very easy","very confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Build Process","Is the build process fully automated?","No",0,0,NA,"0.625","very easy","very confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Build Process","Do you enforce automated security checks in your build processes?","Yes, for most or all of the applications",1,0.5,NA,"0.625","very easy","very confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Software Dependencies","Do you have solid knowledge about dependencies you're relying on?","No",0,NA,NA,"0.625","very easy","confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Software Dependencies","Do you handle 3rd party dependency risk by a formal process?","NO ANSWER",0,NA,NA,"0.625","very easy","confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Software Dependencies","Do you prevent build of software if it's affected by vulnerabilities in dependencies?","No",0,NA,NA,"0.625","very easy","confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Deployment Process","Do you use repeatable deployment processes?","Yes, for some applications",0.25,0.625,NA,"1.75","very easy","unconfident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Deployment Process","Are deployment processes automated and employing security checks?","Yes, for some applications",0.25,0.625,NA,"1.75","very easy","unconfident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Deployment Process","Do you consistently validate the integrity of deployed artifacts?","Yes, for most or all of the applications",1,0.5,NA,"1.75","very easy","unconfident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Secret Management","Do you limit access to application secrets according to the least privilege principle?","Yes, for most or all of the applications",1,NA,NA,"1.75","very easy","confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Secret Management","Do you inject production secrets into configuration files during deployment?","Yes, for most or all of the applications",1,NA,NA,"1.75","very easy","confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Secret Management","Do you practice proper lifecycle management for application secrets?","NO ANSWER",0,NA,NA,"1.75","very easy","confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Defect Tracking","Do you track all known security defects in accessible locations?","Yes, for most or all of the applications",1,0.5,NA,"0.5","very easy","very confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Defect Tracking","Do you keep an overview of the state of security defects across the organization?","NO ANSWER",0,0,NA,"0.5","very easy","very confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Defect Tracking","Do you enforce SLAs for fixing security defects?","NO ANSWER",0,0,NA,"0.5","very easy","very confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Metrics and Feedback","Do you use basic metrics about recorded security defects to carry out quick win improvement activities?","NO ANSWER",0,NA,NA,"0.5","very easy","very confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Metrics and Feedback","Do you improve your security assurance program upon standardized metrics?","NO ANSWER",0,NA,NA,"0.5","very easy","very confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Metrics and Feedback","Do you regularly evaluate the effectiveness of your security metrics so that its input helps drive your security strategy?","NO ANSWER",0,NA,NA,"0.5","very easy","very confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Architecture Validation","Do you review the application architecture for key security objectives on an ad-hoc basis?","NO ANSWER",0,0,NA,"0","very easy","very confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Architecture Validation","Do you regularly review the security mechanisms of your architecture?","NO ANSWER",0,0,NA,"0","very easy","very confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Architecture Validation","Do you regularly review the effectiveness of the security controls?","NO ANSWER",0,0,NA,"0","very easy","very confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Architecture Mitigation","Do you review the application architecture for mitigations of typical threats on an ad-hoc basis?","NO ANSWER",0,NA,NA,"0","very easy","very confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Architecture Mitigation","Do you regularly evaluate the threats to your architecture?","NO ANSWER",0,NA,NA,"0","very easy","very confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Architecture Mitigation","Do you regularly update your reference architectures based on architecture assessment findings?","NO ANSWER",0,NA,NA,"0","very easy","very confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Control Verification","Do you test applications for the correct functioning of standard security controls?","Yes, most or all of them",1,0.5,NA,"1.125","very easy","confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Control Verification","Do you consistently write and execute test scripts to verify the functionality of security requirements?","Yes, most or all of them",1,0.5,NA,"1.125","very easy","confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Control Verification","Do you automatically test applications for security regressions?","NO ANSWER",0,0.125,NA,"1.125","very easy","confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Misuse/Abuse Testing","Do you test applications using randomization or fuzzing techniques?","No",0,NA,NA,"1.125","very easy","very confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Misuse/Abuse Testing","Do you create abuse cases from functional requirements and use them to drive security tests?","No",0,NA,NA,"1.125","very easy","very confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Misuse/Abuse Testing","Do you perform denial of service and security stress testing?","Yes, some of the time",0.25,NA,"I know that there is measurement about how many TPS a node can take","1.125","very easy","very confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Scalable Baseline","Do you scan applications with automated security testing tools?","Yes, most or all of them",1,1,NA,"1.375","very easy","confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Scalable Baseline","Do you customize the automated security tools to your applications and technology stacks?","NO ANSWER",0,0.125,NA,"1.375","very easy","confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Scalable Baseline","Do you integrate automated security testing into the build and deploy process?","Yes, some of it",0.25,0.25,NA,"1.375","very easy","confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Deep Understanding","Do you manually review the security quality of selected high-risk components?","Yes, for most or all of the components",1,NA,NA,"1.375","very easy","confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Deep Understanding","Do you perform penetration testing for your applications at regular intervals?","Yes, for some applications",0.25,NA,NA,"1.375","very easy","confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Deep Understanding","Do you use the results of security testing to improve the development lifecycle?","Yes, but we improve it ad-hoc",0.25,NA,NA,"1.375","very easy","confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Incident Detection","Do you analyze log data for security incidents periodically?","NO ANSWER",0,0,NA,"0","very easy","confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Incident Detection","Do you follow a documented process for incident detection?","NO ANSWER",0,0,NA,"0","very easy","confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Incident Detection","Do you review and update the incident detection process regularly?","NO ANSWER",0,0,NA,"0","very easy","confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Incident Response","Do you respond to detected incidents?","NO ANSWER",0,NA,NA,"0","very easy","confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Incident Response","Do you use a repeatable process for incident handling?","NO ANSWER",0,NA,NA,"0","very easy","confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Incident Response","Do you have a dedicated incident response team available?","NO ANSWER",0,NA,NA,"0","very easy","confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Configuration Hardening","Do you harden configurations for key components of your technology stacks?","NO ANSWER",0,0.5,NA,"1","very easy","confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Configuration Hardening","Do you have hardening baselines for your components?","NO ANSWER",0,0,NA,"1","very easy","confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Configuration Hardening","Do you monitor and enforce conformity with hardening baselines?","NO ANSWER",0,0.5,NA,"1","very easy","confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Patching and Updating","Do you identify and patch vulnerable components?","Yes, for most or all of the components",1,NA,NA,"1","very easy","confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Patching and Updating","Do you follow an established process for updating components of your technology stacks?","NO ANSWER",0,NA,NA,"1","very easy","confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Patching and Updating","Do you regularly evaluate components and review patch level status?","Yes, for most or all of the components",1,NA,NA,"1","very easy","confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Data Protection","Do you protect and handle information according to protection requirements for data stored and processed on each application?","Yes, for most or all of the applications",1,0.5,NA,"0.5","very easy","confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Data Protection","Do you maintain a data catalog, including types, sensitivity levels, and processing and storage locations?","NO ANSWER",0,0,NA,"0.5","very easy","confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"Data Protection","Do you regularly review and update the data catalog and your data protection policies and procedures?","NO ANSWER",0,0,NA,"0.5","very easy","confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"System Decomissioning / Legacy Management","Do you identify and remove systems, applications, application dependencies, or services that are no longer used, have reached end of life, or are no longer actively developed or supported?","NO ANSWER",0,NA,NA,"0.5","very easy","confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"System Decomissioning / Legacy Management","Do you follow an established process for removing all associated resources, as part of decommissioning of unused systems, applications, application dependencies, or services?","NO ANSWER",0,NA,NA,"0.5","very easy","confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
"System Decomissioning / Legacy Management","Do you regularly evaluate the lifecycle state and support status of every software asset and underlying infrastructure component, and estimate their end of life?","NO ANSWER",0,NA,NA,"0.5","very easy","confident","2804c8e7b9b06733e480dff3ce41c62c","development",63
