"stream","question","answer","answer_numeric","answer_avg","comments","rating","difficulty","confidence","respondent","role","time"
"Deployment Process","Are deployment processes automated and employing security checks?","NO ANSWER",0,0.5,NA,"0.625",NA,NA,"8941cb9ef8174579ce6aade045499fd0","architect",63
"Deployment Process","Do you consistently validate the integrity of deployed artifacts?","NO ANSWER",0,0.125,NA,"0.625",NA,NA,"8941cb9ef8174579ce6aade045499fd0","architect",63
"Secret Management","Do you limit access to application secrets according to the least privilege principle?","NO ANSWER",0,NA,NA,"0.625",NA,NA,"8941cb9ef8174579ce6aade045499fd0","architect",63
"Secret Management","Do you inject production secrets into configuration files during deployment?","Yes, for most or all of the applications",1,NA,"WE do not have secret in source code","0.625",NA,NA,"8941cb9ef8174579ce6aade045499fd0","architect",63
"Secret Management","Do you practice proper lifecycle management for application secrets?","Yes, for some applications",0.25,NA,"It is configurabel in most cases.","0.625",NA,NA,"8941cb9ef8174579ce6aade045499fd0","architect",63
"Defect Tracking","Do you track all known security defects in accessible locations?","NO ANSWER",0,0,"I do not know how this is tracked","0.5",NA,NA,"8941cb9ef8174579ce6aade045499fd0","architect",63
"Defect Tracking","Do you keep an overview of the state of security defects across the organization?","NO ANSWER",0,0,"For 3pp ulnerabilites we do.","0.5",NA,NA,"8941cb9ef8174579ce6aade045499fd0","architect",63
"Defect Tracking","Do you enforce SLAs for fixing security defects?","Yes, for most or all of the applications",1,0.5,"We have SLA with customers for ulnerability","0.5",NA,NA,"8941cb9ef8174579ce6aade045499fd0","architect",63
"Metrics and Feedback","Do you use basic metrics about recorded security defects to carry out quick win improvement activities?","NO ANSWER",0,NA,"We do not do this in SWT","0.5",NA,NA,"8941cb9ef8174579ce6aade045499fd0","architect",63
"Metrics and Feedback","Do you improve your security assurance program upon standardized metrics?","NO ANSWER",0,NA,"Not in SWT","0.5",NA,NA,"8941cb9ef8174579ce6aade045499fd0","architect",63
"Metrics and Feedback","Do you regularly evaluate the effectiveness of your security metrics so that its input helps drive your security strategy?","NO ANSWER",0,NA,"Not as part of SWT","0.5",NA,NA,"8941cb9ef8174579ce6aade045499fd0","architect",63
"Architecture Validation","Do you review the application architecture for key security objectives on an ad-hoc basis?","NO ANSWER",0,0,"Not as part of SWT, we are not doing ad-hoc review.","0.125",NA,NA,"8941cb9ef8174579ce6aade045499fd0","architect",63
"Architecture Validation","Do you regularly review the security mechanisms of your architecture?","Yes, for some applications",0.25,0.125,"We have PA-DSS assessment and process for each requirement","0.125",NA,NA,"8941cb9ef8174579ce6aade045499fd0","architect",63
"Architecture Validation","Do you regularly review the effectiveness of the security controls?","NO ANSWER",0,0,"I do not know","0.125",NA,NA,"8941cb9ef8174579ce6aade045499fd0","architect",63
"Architecture Mitigation","Do you review the application architecture for mitigations of typical threats on an ad-hoc basis?","NO ANSWER",0,NA,"I am not awer of ad-hoc review","0.125",NA,NA,"8941cb9ef8174579ce6aade045499fd0","architect",63
"Architecture Mitigation","Do you regularly evaluate the threats to your architecture?","NO ANSWER",0,NA,"We have PA-DSS assessment and process for each requirement","0.125",NA,NA,"8941cb9ef8174579ce6aade045499fd0","architect",63
"Architecture Mitigation","Do you regularly update your reference architectures based on architecture assessment findings?","NO ANSWER",0,NA,"Yes, finding fomr e.g. PA-DSS would be mitigated.","0.125",NA,NA,"8941cb9ef8174579ce6aade045499fd0","architect",63
"Control Verification","Do you test applications for the correct functioning of standard security controls?","NO ANSWER",0,0,"Can not answer on specific test cases","0",NA,NA,"8941cb9ef8174579ce6aade045499fd0","architect",63
"Control Verification","Do you consistently write and execute test scripts to verify the functionality of security requirements?","NO ANSWER",0,0,"Not part of SWT","0",NA,NA,"8941cb9ef8174579ce6aade045499fd0","architect",63
"Control Verification","Do you automatically test applications for security regressions?","NO ANSWER",0,0,"Yes, but I can not answer on specific test cases as part of SWT","0",NA,NA,"8941cb9ef8174579ce6aade045499fd0","architect",63
"Misuse/Abuse Testing","Do you test applications using randomization or fuzzing techniques?","NO ANSWER",0,NA,"Question for design","0",NA,NA,"8941cb9ef8174579ce6aade045499fd0","architect",63
"Misuse/Abuse Testing","Do you create abuse cases from functional requirements and use them to drive security tests?","NO ANSWER",0,NA,"Not in SWT","0",NA,NA,"8941cb9ef8174579ce6aade045499fd0","architect",63
"Misuse/Abuse Testing","Do you perform denial of service and security stress testing?","NO ANSWER",0,NA,"Not in SWT","0",NA,NA,"8941cb9ef8174579ce6aade045499fd0","architect",63
"Scalable Baseline","Do you scan applications with automated security testing tools?","NO ANSWER",0,0,NA,"0",NA,NA,"8941cb9ef8174579ce6aade045499fd0","architect",63
"Scalable Baseline","Do you customize the automated security tools to your applications and technology stacks?","NO ANSWER",0,0,NA,"0",NA,NA,"8941cb9ef8174579ce6aade045499fd0","architect",63
"Scalable Baseline","Do you integrate automated security testing into the build and deploy process?","NO ANSWER",0,0,NA,"0",NA,NA,"8941cb9ef8174579ce6aade045499fd0","architect",63
"Deep Understanding","Do you manually review the security quality of selected high-risk components?","NO ANSWER",0,NA,NA,"0",NA,NA,"8941cb9ef8174579ce6aade045499fd0","architect",63
"Deep Understanding","Do you perform penetration testing for your applications at regular intervals?","NO ANSWER",0,NA,NA,"0",NA,NA,"8941cb9ef8174579ce6aade045499fd0","architect",63
"Deep Understanding","Do you use the results of security testing to improve the development lifecycle?","NO ANSWER",0,NA,NA,"0",NA,NA,"8941cb9ef8174579ce6aade045499fd0","architect",63
"Incident Detection","Do you analyze log data for security incidents periodically?","NO ANSWER",0,0,"Not in SWT","0",NA,NA,"8941cb9ef8174579ce6aade045499fd0","architect",63
"Incident Detection","Do you follow a documented process for incident detection?","NO ANSWER",0,0,"Not in SWT","0",NA,NA,"8941cb9ef8174579ce6aade045499fd0","architect",63
"Incident Detection","Do you review and update the incident detection process regularly?","NO ANSWER",0,0,"Not in SWT","0",NA,NA,"8941cb9ef8174579ce6aade045499fd0","architect",63
"Incident Response","Do you respond to detected incidents?","NO ANSWER",0,NA,"Not in SWT","0",NA,NA,"8941cb9ef8174579ce6aade045499fd0","architect",63
"Incident Response","Do you use a repeatable process for incident handling?","NO ANSWER",0,NA,"Cannot answer on specific process","0",NA,NA,"8941cb9ef8174579ce6aade045499fd0","architect",63
"Incident Response","Do you have a dedicated incident response team available?","NO ANSWER",0,NA,"Not part of SWT responsibility","0",NA,NA,"8941cb9ef8174579ce6aade045499fd0","architect",63
"Configuration Hardening","Do you harden configurations for key components of your technology stacks?","NO ANSWER",0,0,"What is a key component in this regards?","1",NA,NA,"8941cb9ef8174579ce6aade045499fd0","architect",63
"Configuration Hardening","Do you have hardening baselines for your components?","NO ANSWER",0,0.5,NA,"1",NA,NA,"8941cb9ef8174579ce6aade045499fd0","architect",63
"Configuration Hardening","Do you monitor and enforce conformity with hardening baselines?","NO ANSWER",0,0.5,NA,"1",NA,NA,"8941cb9ef8174579ce6aade045499fd0","architect",63
"Patching and Updating","Do you identify and patch vulnerable components?","NO ANSWER",0,NA,"We do patch all 3pp sw for vulnerabilities","1",NA,NA,"8941cb9ef8174579ce6aade045499fd0","architect",63
"Patching and Updating","Do you follow an established process for updating components of your technology stacks?","Yes, for most or all of the components",1,NA,NA,"1",NA,NA,"8941cb9ef8174579ce6aade045499fd0","architect",63
"Patching and Updating","Do you regularly evaluate components and review patch level status?","Yes, for most or all of the components",1,NA,NA,"1",NA,NA,"8941cb9ef8174579ce6aade045499fd0","architect",63
"Data Protection","Do you protect and handle information according to protection requirements for data stored and processed on each application?","Yes, for most or all of the applications",1,0.5,NA,"2.5",NA,NA,"8941cb9ef8174579ce6aade045499fd0","architect",63
"Data Protection","Do you maintain a data catalog, including types, sensitivity levels, and processing and storage locations?","Yes, for most or all of our data",1,1,NA,"2.5",NA,NA,"8941cb9ef8174579ce6aade045499fd0","architect",63
"Data Protection","Do you regularly review and update the data catalog and your data protection policies and procedures?","Yes, we do it at least annually",1,1,NA,"2.5",NA,NA,"8941cb9ef8174579ce6aade045499fd0","architect",63
"System Decomissioning / Legacy Management","Do you identify and remove systems, applications, application dependencies, or services that are no longer used, have reached end of life, or are no longer actively developed or supported?","No",0,NA,"We have some open source that are not maintained.","2.5",NA,NA,"8941cb9ef8174579ce6aade045499fd0","architect",63
"System Decomissioning / Legacy Management","Do you follow an established process for removing all associated resources, as part of decommissioning of unused systems, applications, application dependencies, or services?","Yes, most or all of the time",1,NA,NA,"2.5",NA,NA,"8941cb9ef8174579ce6aade045499fd0","architect",63
"System Decomissioning / Legacy Management","Do you regularly evaluate the lifecycle state and support status of every software asset and underlying infrastructure component, and estimate their end of life?","Yes, for most or all of the assets",1,NA,NA,"2.5",NA,NA,"8941cb9ef8174579ce6aade045499fd0","architect",63
