"stream","question","answer","answer_numeric","answer_avg","comments","rating","difficulty","confidence","respondent","role","time"
"Training and Awareness","Is training customized for individual roles such as developers, testers, or security champions?","NO ANSWER",0,0,NA,"0",NA,NA,"d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Training and Awareness","Have you implemented a Learning Management System or equivalent to track employee training and certification processes?","NO ANSWER",0,0,NA,"0",NA,NA,"d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Organization and Culture","Have you identified a Security Champion for each development team?","NO ANSWER",0,NA,NA,"0",NA,NA,"d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Organization and Culture","Does the organization have a Secure Software Center of Excellence (SSCE)?","NO ANSWER",0,NA,NA,"0",NA,NA,"d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Organization and Culture","Is there a centralized portal where developers and application security professionals from different teams and business units are able to communicate and share information?","NO ANSWER",0,NA,NA,"0",NA,NA,"d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Application Risk Profile","Do you classify applications according to business risk based on a simple and predefined set of questions?","NO ANSWER",0,0,NA,"0",NA,NA,"d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Application Risk Profile","Do you use centralized and quantified application risk profiles to evaluate business risk?","NO ANSWER",0,0,NA,"0",NA,NA,"d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Application Risk Profile","Do you regularly review and update the risk profiles for your applications?","NO ANSWER",0,0,NA,"0",NA,NA,"d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Threat Modeling","Do you identify and manage architectural design flaws with threat modeling?","NO ANSWER",0,NA,NA,"0",NA,NA,"d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Threat Modeling","Do you use a standard methodology, aligned on your application risk levels?","NO ANSWER",0,NA,NA,"0",NA,NA,"d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Threat Modeling","Do you regularly review and update the threat modeling methodology for your applications?","NO ANSWER",0,NA,NA,"0",NA,NA,"d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Software Requirements","Do project teams specify security requirements during development?","NO ANSWER",0,0,NA,"0",NA,NA,"d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Software Requirements","Do you define, structure, and include prioritization in the artifacts of the security requirements gathering process?","NO ANSWER",0,0,NA,"0",NA,NA,"d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Software Requirements","Do you use a standard requirements framework to streamline the elicitation of security requirements?","NO ANSWER",0,0,NA,"0",NA,NA,"d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Supplier Security","Do stakeholders review vendor collaborations for security requirements and methodology?","NO ANSWER",0,NA,NA,"0",NA,NA,"d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Supplier Security","Do vendors meet the security responsibilities and quality measures of service level agreements defined by the organization?","NO ANSWER",0,NA,NA,"0",NA,NA,"d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Supplier Security","Are vendors aligned with standard security controls and software development tools and processes that the organization utilizes?","NO ANSWER",0,NA,NA,"0",NA,NA,"d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Architecture Design","Do teams use security principles during design?","NO ANSWER",0,0,NA,"0",NA,NA,"d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Architecture Design","Do you use shared security services during design?","NO ANSWER",0,0,NA,"0",NA,NA,"d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Architecture Design","Do you base your design on available reference architectures?","NO ANSWER",0,0,NA,"0",NA,NA,"d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Technology Management","Do you evaluate the security quality of important technologies used for development?","NO ANSWER",0,NA,NA,"0",NA,NA,"d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Technology Management","Do you have a list of recommended technologies for the organization?","NO ANSWER",0,NA,NA,"0",NA,NA,"d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Technology Management","Do you enforce the use of recommended technologies within the organization?","NO ANSWER",0,NA,NA,"0",NA,NA,"d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Build Process","Is your full build process formally described?","NO ANSWER",0,0,NA,"0",NA,NA,"d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Build Process","Is the build process fully automated?","NO ANSWER",0,0,NA,"0",NA,NA,"d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Build Process","Do you enforce automated security checks in your build processes?","NO ANSWER",0,0,NA,"0",NA,NA,"d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Software Dependencies","Do you have solid knowledge about dependencies you're relying on?","NO ANSWER",0,NA,NA,"0",NA,NA,"d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Software Dependencies","Do you handle 3rd party dependency risk by a formal process?","NO ANSWER",0,NA,NA,"0",NA,NA,"d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Software Dependencies","Do you prevent build of software if it's affected by vulnerabilities in dependencies?","NO ANSWER",0,NA,NA,"0",NA,NA,"d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Deployment Process","Do you use repeatable deployment processes?","NO ANSWER",0,0,NA,"0",NA,NA,"d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Deployment Process","Are deployment processes automated and employing security checks?","NO ANSWER",0,0,NA,"0",NA,NA,"d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Deployment Process","Do you consistently validate the integrity of deployed artifacts?","NO ANSWER",0,0,NA,"0",NA,NA,"d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Secret Management","Do you limit access to application secrets according to the least privilege principle?","NO ANSWER",0,NA,NA,"0",NA,NA,"d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Secret Management","Do you inject production secrets into configuration files during deployment?","NO ANSWER",0,NA,NA,"0",NA,NA,"d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Secret Management","Do you practice proper lifecycle management for application secrets?","NO ANSWER",0,NA,NA,"0",NA,NA,"d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Defect Tracking","Do you track all known security defects in accessible locations?","NO ANSWER",0,0,NA,"0",NA,NA,"d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Defect Tracking","Do you keep an overview of the state of security defects across the organization?","NO ANSWER",0,0,NA,"0",NA,NA,"d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Defect Tracking","Do you enforce SLAs for fixing security defects?","NO ANSWER",0,0,NA,"0",NA,NA,"d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Metrics and Feedback","Do you use basic metrics about recorded security defects to carry out quick win improvement activities?","NO ANSWER",0,NA,NA,"0",NA,NA,"d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Metrics and Feedback","Do you improve your security assurance program upon standardized metrics?","NO ANSWER",0,NA,NA,"0",NA,NA,"d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Metrics and Feedback","Do you regularly evaluate the effectiveness of your security metrics so that its input helps drive your security strategy?","NO ANSWER",0,NA,NA,"0",NA,NA,"d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Architecture Validation","Do you review the application architecture for key security objectives on an ad-hoc basis?","NO ANSWER",0,0,NA,"0",NA,NA,"d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Architecture Validation","Do you regularly review the security mechanisms of your architecture?","NO ANSWER",0,0,NA,"0",NA,NA,"d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Architecture Validation","Do you regularly review the effectiveness of the security controls?","NO ANSWER",0,0,NA,"0",NA,NA,"d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Architecture Mitigation","Do you review the application architecture for mitigations of typical threats on an ad-hoc basis?","NO ANSWER",0,NA,NA,"0",NA,NA,"d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Architecture Mitigation","Do you regularly evaluate the threats to your architecture?","NO ANSWER",0,NA,NA,"0",NA,NA,"d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Architecture Mitigation","Do you regularly update your reference architectures based on architecture assessment findings?","NO ANSWER",0,NA,NA,"0",NA,NA,"d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Control Verification","Do you test applications for the correct functioning of standard security controls?","NO ANSWER",0,0,NA,"0",NA,NA,"d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Control Verification","Do you consistently write and execute test scripts to verify the functionality of security requirements?","NO ANSWER",0,0,NA,"0",NA,NA,"d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Control Verification","Do you automatically test applications for security regressions?","NO ANSWER",0,0,NA,"0",NA,NA,"d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Misuse/Abuse Testing","Do you test applications using randomization or fuzzing techniques?","NO ANSWER",0,NA,NA,"0",NA,NA,"d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Misuse/Abuse Testing","Do you create abuse cases from functional requirements and use them to drive security tests?","NO ANSWER",0,NA,NA,"0",NA,NA,"d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Misuse/Abuse Testing","Do you perform denial of service and security stress testing?","NO ANSWER",0,NA,NA,"0",NA,NA,"d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Scalable Baseline","Do you scan applications with automated security testing tools?","NO ANSWER",0,0,NA,"0",NA,NA,"d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Scalable Baseline","Do you customize the automated security tools to your applications and technology stacks?","NO ANSWER",0,0,NA,"0",NA,NA,"d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Scalable Baseline","Do you integrate automated security testing into the build and deploy process?","NO ANSWER",0,0,NA,"0",NA,NA,"d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Deep Understanding","Do you manually review the security quality of selected high-risk components?","NO ANSWER",0,NA,NA,"0",NA,NA,"d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Deep Understanding","Do you perform penetration testing for your applications at regular intervals?","NO ANSWER",0,NA,NA,"0",NA,NA,"d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Deep Understanding","Do you use the results of security testing to improve the development lifecycle?","NO ANSWER",0,NA,NA,"0",NA,NA,"d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Incident Detection","Do you analyze log data for security incidents periodically?","Yes, for most or all of the applications",1,1,"On demand, troubleshooting, security incidents etc..","2.25","very easy","confident","d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Incident Detection","Do you follow a documented process for incident detection?","Yes, for most or all of the applications",1,1,"Yes we have a specific team that keeps track of the incident document and a specific team that does the investigation. During the handover train the new joiners.","2.25","very easy","confident","d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Incident Detection","Do you review and update the incident detection process regularly?","Yes, for some applications",0.25,0.25,"the tool not fully working for all parts","2.25","very easy","confident","d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Incident Response","Do you respond to detected incidents?","Yes, for most or all of the incidents",1,NA,"SOC team handles the incident and We create the SIR","2.25","very easy","confident","d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Incident Response","Do you use a repeatable process for incident handling?","Yes, for most or all of the incident types",1,NA,"Incidents are classified as critical, major and NSA. SOC team investigates. Tools and scripts are available but mostly scripts","2.25","very easy","confident","d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Incident Response","Do you have a dedicated incident response team available?","Yes, some of the time",0.25,NA,"This lands on SA team.","2.25","very easy","confident","d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Configuration Hardening","Do you harden configurations for key components of your technology stacks?","Yes, for some components",0.25,0.625,"It's hardened by default, we often encounter some policies that are not in sync with Customer or security and we improve them.","2","easy","confident","d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Configuration Hardening","Do you have hardening baselines for your components?","Yes, for at least half of the components",0.5,0.375,"Owner is SOC, SOC does not keep the basline uptodate because we are to few on the team.","2","easy","confident","d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Configuration Hardening","Do you monitor and enforce conformity with hardening baselines?","Yes, for most or all of the components",1,1,"Every week we share the reports with SA team and SM","2","easy","confident","d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Patching and Updating","Do you identify and patch vulnerable components?","Yes, for most or all of the components",1,NA,"Patching is done every 3 months low score and high score is done with a week and vuln scan of the nodes is done weekly","2","very easy","confident","d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Patching and Updating","Do you follow an established process for updating components of your technology stacks?","Yes, for some components",0.25,NA,"No as much as I would wish.","2","very easy","confident","d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Patching and Updating","Do you regularly evaluate components and review patch level status?","Yes, for most or all of the components",1,NA,"We do it weekly","2","very easy","confident","d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Data Protection","Do you protect and handle information according to protection requirements for data stored and processed on each application?","Yes, for at least half of the applications",0.5,0.5,"Every information is classified as sensitive at our organization. All information is shared via secure channels.","1.875","easy","confident","d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Data Protection","Do you maintain a data catalog, including types, sensitivity levels, and processing and storage locations?","Yes, for at least half of our data",0.5,0.75,"Application data is stored localy in secure location. Only apporved people are able to access the logs.","1.875","easy","confident","d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"Data Protection","Do you regularly review and update the data catalog and your data protection policies and procedures?","Yes, we do it when requested",0.25,0.625,"Even though we have data validation, alarms etc.. There are not enough people on our team to be able to do this on real time.","1.875","easy","confident","d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"System Decomissioning / Legacy Management","Do you identify and remove systems, applications, application dependencies, or services that are no longer used, have reached end of life, or are no longer actively developed or supported?","Yes, for at least half of the applications",0.5,NA,"Yes we try to do this this sometimes takes longer to acualy replace old aplications","1.875","easy","confident","d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"System Decomissioning / Legacy Management","Do you follow an established process for removing all associated resources, as part of decommissioning of unused systems, applications, application dependencies, or services?","Yes, most or all of the time",1,NA,"yes we do and we physically destroy all the drives before the old servers are moved or recycled","1.875","easy","confident","d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
"System Decomissioning / Legacy Management","Do you regularly evaluate the lifecycle state and support status of every software asset and underlying infrastructure component, and estimate their end of life?","Yes, for most or all of the assets",1,NA,"yes, we have good control. We do this manually","1.875","easy","confident","d43ff2fbcc8a4fa0428dfb569dcbf55a","operations",-64262879
