"stream","question","answer","answer_numeric","answer_avg","comments","rating","difficulty","confidence","respondent","role","time"
"Supplier Security","Do vendors meet the security responsibilities and quality measures of service level agreements defined by the organization?","NO ANSWER",0,NA,NA,"1.25","easy","confident","371f0b812ea4374079b1da90d5da7190","management",1
"Supplier Security","Are vendors aligned with standard security controls and software development tools and processes that the organization utilizes?","NO ANSWER",0,NA,NA,"1.25","easy","confident","371f0b812ea4374079b1da90d5da7190","management",1
"Architecture Design","Do teams use security principles during design?","Yes, for most or all of the applications",1,1,NA,"2.375","easy","confident","371f0b812ea4374079b1da90d5da7190","management",1
"Architecture Design","Do you use shared security services during design?","Yes, for most or all of the applications",1,0.75,NA,"2.375","easy","confident","371f0b812ea4374079b1da90d5da7190","management",1
"Architecture Design","Do you base your design on available reference architectures?","Yes, for some applications",0.25,0.625,NA,"2.375","easy","confident","371f0b812ea4374079b1da90d5da7190","management",1
"Technology Management","Do you evaluate the security quality of important technologies used for development?","Yes, for most or all of the applications",1,NA,NA,"2.375","easy","confident","371f0b812ea4374079b1da90d5da7190","management",1
"Technology Management","Do you have a list of recommended technologies for the organization?","Yes, for at least half of the technology domains",0.5,NA,NA,"2.375","easy","confident","371f0b812ea4374079b1da90d5da7190","management",1
"Technology Management","Do you enforce the use of recommended technologies within the organization?","Yes, for most or all of the applications",1,NA,NA,"2.375","easy","confident","371f0b812ea4374079b1da90d5da7190","management",1
"Build Process","Is your full build process formally described?","Yes, for most or all of the applications",1,1,NA,"2","easy","confident","371f0b812ea4374079b1da90d5da7190","management",1
"Build Process","Is the build process fully automated?","Yes, for some applications",0.25,0.375,NA,"2","easy","confident","371f0b812ea4374079b1da90d5da7190","management",1
"Build Process","Do you enforce automated security checks in your build processes?","Yes, for some applications",0.25,0.625,NA,"2","easy","confident","371f0b812ea4374079b1da90d5da7190","management",1
"Software Dependencies","Do you have solid knowledge about dependencies you're relying on?","Yes, for most or all of the applications",1,NA,NA,"2","easy","confident","371f0b812ea4374079b1da90d5da7190","management",1
"Software Dependencies","Do you handle 3rd party dependency risk by a formal process?","Yes, for at least half of the applications",0.5,NA,NA,"2","easy","confident","371f0b812ea4374079b1da90d5da7190","management",1
"Software Dependencies","Do you prevent build of software if it's affected by vulnerabilities in dependencies?","Yes, for most or all of the applications",1,NA,NA,"2","easy","confident","371f0b812ea4374079b1da90d5da7190","management",1
"Deployment Process","Do you use repeatable deployment processes?","No",0,0.5,NA,"1.25","easy","confident","371f0b812ea4374079b1da90d5da7190","management",1
"Deployment Process","Are deployment processes automated and employing security checks?","No",0,0.5,NA,"1.25","easy","confident","371f0b812ea4374079b1da90d5da7190","management",1
"Deployment Process","Do you consistently validate the integrity of deployed artifacts?","Yes, for at least half of the applications",0.5,0.25,NA,"1.25","easy","confident","371f0b812ea4374079b1da90d5da7190","management",1
"Secret Management","Do you limit access to application secrets according to the least privilege principle?","Yes, for most or all of the applications",1,NA,NA,"1.25","difficult","unconfident","371f0b812ea4374079b1da90d5da7190","management",1
"Secret Management","Do you inject production secrets into configuration files during deployment?","Yes, for most or all of the applications",1,NA,NA,"1.25","difficult","unconfident","371f0b812ea4374079b1da90d5da7190","management",1
"Secret Management","Do you practice proper lifecycle management for application secrets?","NO ANSWER",0,NA,NA,"1.25","difficult","unconfident","371f0b812ea4374079b1da90d5da7190","management",1
"Defect Tracking","Do you track all known security defects in accessible locations?","Yes, for most or all of the applications",1,0.75,NA,"1.75","easy","very confident","371f0b812ea4374079b1da90d5da7190","management",1
"Defect Tracking","Do you keep an overview of the state of security defects across the organization?","Yes, for most or all of the applications",1,0.5,NA,"1.75","easy","very confident","371f0b812ea4374079b1da90d5da7190","management",1
"Defect Tracking","Do you enforce SLAs for fixing security defects?","Yes, for most or all of the applications",1,0.5,NA,"1.75","easy","very confident","371f0b812ea4374079b1da90d5da7190","management",1
"Metrics and Feedback","Do you use basic metrics about recorded security defects to carry out quick win improvement activities?","Yes, for at least half of the applications",0.5,NA,NA,"1.75","difficult","unconfident","371f0b812ea4374079b1da90d5da7190","management",1
"Metrics and Feedback","Do you improve your security assurance program upon standardized metrics?","NO ANSWER",0,NA,NA,"1.75","difficult","unconfident","371f0b812ea4374079b1da90d5da7190","management",1
"Metrics and Feedback","Do you regularly evaluate the effectiveness of your security metrics so that its input helps drive your security strategy?","NO ANSWER",0,NA,NA,"1.75","difficult","unconfident","371f0b812ea4374079b1da90d5da7190","management",1
"Architecture Validation","Do you review the application architecture for key security objectives on an ad-hoc basis?","NO ANSWER",0,0,NA,"0","difficult","unconfident","371f0b812ea4374079b1da90d5da7190","management",1
"Architecture Validation","Do you regularly review the security mechanisms of your architecture?","NO ANSWER",0,0,NA,"0","difficult","unconfident","371f0b812ea4374079b1da90d5da7190","management",1
"Architecture Validation","Do you regularly review the effectiveness of the security controls?","NO ANSWER",0,0,NA,"0","difficult","unconfident","371f0b812ea4374079b1da90d5da7190","management",1
"Architecture Mitigation","Do you review the application architecture for mitigations of typical threats on an ad-hoc basis?","NO ANSWER",0,NA,NA,"0","difficult","unconfident","371f0b812ea4374079b1da90d5da7190","management",1
"Architecture Mitigation","Do you regularly evaluate the threats to your architecture?","NO ANSWER",0,NA,NA,"0","difficult","unconfident","371f0b812ea4374079b1da90d5da7190","management",1
"Architecture Mitigation","Do you regularly update your reference architectures based on architecture assessment findings?","NO ANSWER",0,NA,NA,"0","difficult","unconfident","371f0b812ea4374079b1da90d5da7190","management",1
"Control Verification","Do you test applications for the correct functioning of standard security controls?","Yes, most or all of them",1,0.5,NA,"1","difficult","unconfident","371f0b812ea4374079b1da90d5da7190","management",1
"Control Verification","Do you consistently write and execute test scripts to verify the functionality of security requirements?","NO ANSWER",0,0,NA,"1","difficult","unconfident","371f0b812ea4374079b1da90d5da7190","management",1
"Control Verification","Do you automatically test applications for security regressions?","NO ANSWER",0,0.5,NA,"1","difficult","unconfident","371f0b812ea4374079b1da90d5da7190","management",1
"Misuse/Abuse Testing","Do you test applications using randomization or fuzzing techniques?","NO ANSWER",0,NA,NA,"1","difficult","confident","371f0b812ea4374079b1da90d5da7190","management",1
"Misuse/Abuse Testing","Do you create abuse cases from functional requirements and use them to drive security tests?","NO ANSWER",0,NA,NA,"1","difficult","confident","371f0b812ea4374079b1da90d5da7190","management",1
"Misuse/Abuse Testing","Do you perform denial of service and security stress testing?","Yes, most or all of the time",1,NA,NA,"1","difficult","confident","371f0b812ea4374079b1da90d5da7190","management",1
"Scalable Baseline","Do you scan applications with automated security testing tools?","NO ANSWER",0,0.5,NA,"1","difficult","confident","371f0b812ea4374079b1da90d5da7190","management",1
"Scalable Baseline","Do you customize the automated security tools to your applications and technology stacks?","NO ANSWER",0,0.5,NA,"1","difficult","confident","371f0b812ea4374079b1da90d5da7190","management",1
"Scalable Baseline","Do you integrate automated security testing into the build and deploy process?","NO ANSWER",0,0,NA,"1","difficult","confident","371f0b812ea4374079b1da90d5da7190","management",1
"Deep Understanding","Do you manually review the security quality of selected high-risk components?","Yes, for most or all of the components",1,NA,NA,"1","difficult","confident","371f0b812ea4374079b1da90d5da7190","management",1
"Deep Understanding","Do you perform penetration testing for your applications at regular intervals?","Yes, for most or all of the applications",1,NA,NA,"1","difficult","confident","371f0b812ea4374079b1da90d5da7190","management",1
"Deep Understanding","Do you use the results of security testing to improve the development lifecycle?","NO ANSWER",0,NA,NA,"1","difficult","confident","371f0b812ea4374079b1da90d5da7190","management",1
"Incident Detection","Do you analyze log data for security incidents periodically?","Yes, for most or all of the applications",1,1,NA,"2.5","very easy","very confident","371f0b812ea4374079b1da90d5da7190","management",1
"Incident Detection","Do you follow a documented process for incident detection?","Yes, for most or all of the applications",1,1,NA,"2.5","very easy","very confident","371f0b812ea4374079b1da90d5da7190","management",1
"Incident Detection","Do you review and update the incident detection process regularly?","Yes, for most or all of the applications",1,0.5,NA,"2.5","very easy","very confident","371f0b812ea4374079b1da90d5da7190","management",1
"Incident Response","Do you respond to detected incidents?","Yes, for most or all of the incidents",1,NA,NA,"2.5","easy","confident","371f0b812ea4374079b1da90d5da7190","management",1
"Incident Response","Do you use a repeatable process for incident handling?","Yes, for most or all of the incident types",1,NA,NA,"2.5","easy","confident","371f0b812ea4374079b1da90d5da7190","management",1
"Incident Response","Do you have a dedicated incident response team available?","No",0,NA,NA,"2.5","easy","confident","371f0b812ea4374079b1da90d5da7190","management",1
"Configuration Hardening","Do you harden configurations for key components of your technology stacks?","NO ANSWER",0,0.5,NA,"1","easy","confident","371f0b812ea4374079b1da90d5da7190","management",1
"Configuration Hardening","Do you have hardening baselines for your components?","NO ANSWER",0,0,NA,"1","easy","confident","371f0b812ea4374079b1da90d5da7190","management",1
"Configuration Hardening","Do you monitor and enforce conformity with hardening baselines?","NO ANSWER",0,0.5,NA,"1","easy","confident","371f0b812ea4374079b1da90d5da7190","management",1
"Patching and Updating","Do you identify and patch vulnerable components?","Yes, for most or all of the components",1,NA,NA,"1","difficult","confident","371f0b812ea4374079b1da90d5da7190","management",1
"Patching and Updating","Do you follow an established process for updating components of your technology stacks?","NO ANSWER",0,NA,NA,"1","difficult","confident","371f0b812ea4374079b1da90d5da7190","management",1
"Patching and Updating","Do you regularly evaluate components and review patch level status?","Yes, for most or all of the components",1,NA,NA,"1","difficult","confident","371f0b812ea4374079b1da90d5da7190","management",1
"Data Protection","Do you protect and handle information according to protection requirements for data stored and processed on each application?","NO ANSWER",0,0.25,NA,"0.5","difficult","confident","371f0b812ea4374079b1da90d5da7190","management",1
"Data Protection","Do you maintain a data catalog, including types, sensitivity levels, and processing and storage locations?","NO ANSWER",0,0.125,NA,"0.5","difficult","confident","371f0b812ea4374079b1da90d5da7190","management",1
"Data Protection","Do you regularly review and update the data catalog and your data protection policies and procedures?","NO ANSWER",0,0.125,NA,"0.5","difficult","confident","371f0b812ea4374079b1da90d5da7190","management",1
"System Decomissioning / Legacy Management","Do you identify and remove systems, applications, application dependencies, or services that are no longer used, have reached end of life, or are no longer actively developed or supported?","Yes, for at least half of the applications",0.5,NA,NA,"0.5","easy","unconfident","371f0b812ea4374079b1da90d5da7190","management",1
"System Decomissioning / Legacy Management","Do you follow an established process for removing all associated resources, as part of decommissioning of unused systems, applications, application dependencies, or services?","Yes, some of the time",0.25,NA,NA,"0.5","easy","unconfident","371f0b812ea4374079b1da90d5da7190","management",1
"System Decomissioning / Legacy Management","Do you regularly evaluate the lifecycle state and support status of every software asset and underlying infrastructure component, and estimate their end of life?","Yes, for some of the assets",0.25,NA,NA,"0.5","easy","unconfident","371f0b812ea4374079b1da90d5da7190","management",1
