"stream","question","answer","answer_numeric","answer_avg","comments","rating","difficulty","confidence","respondent","role","time"
"Training and Awareness","Is training customized for individual roles such as developers, testers, or security champions?","Yes, for some of the training",0.25,0.625,"I can't say how much is customized, I just know that it is customized depending on your role","2.25","difficult","unconfident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Training and Awareness","Have you implemented a Learning Management System or equivalent to track employee training and certification processes?","Yes, for most or all of the training",1,1,"There is an COMPANY LMS, but then if these courses are part of this I have no idea as I have not attended them","2.25","difficult","unconfident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Organization and Culture","Have you identified a Security Champion for each development team?","Yes, for most or all of the teams",1,NA,NA,"2.25","difficult","unconfident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Organization and Culture","Does the organization have a Secure Software Center of Excellence (SSCE)?","Yes, for the entire organization",1,NA,"I can't say if it is defned exactly as ""Secure Software Center of Excellence"" (never heard that exact terminology before), but there is a secuity organization which should work on the things listed.","2.25","difficult","unconfident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Organization and Culture","Is there a centralized portal where developers and application security professionals from different teams and business units are able to communicate and share information?","Yes, for the entire organization",1,NA,"I can't say that it is one single portal, there is some information available in sharepoint and some in confluence, some information is probably in eridoc as well. It depends on what kind of information you are after","2.25","difficult","unconfident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Application Risk Profile","Do you classify applications according to business risk based on a simple and predefined set of questions?","Yes, most or all of them",1,1,NA,"2","easy","confident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Application Risk Profile","Do you use centralized and quantified application risk profiles to evaluate business risk?","Yes, for most or all of the applications",1,1,NA,"2","easy","confident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Application Risk Profile","Do you regularly review and update the risk profiles for your applications?","NO ANSWER",0,0,"No idea how often it is updated or reviewed.","2","easy","confident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Threat Modeling","Do you identify and manage architectural design flaws with threat modeling?","Yes, most or all of them",1,NA,NA,"2","easy","confident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Threat Modeling","Do you use a standard methodology, aligned on your application risk levels?","Yes, for most or all of the applications",1,NA,NA,"2","easy","confident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Threat Modeling","Do you regularly review and update the threat modeling methodology for your applications?","NO ANSWER",0,NA,"No idea how often it is updated or reviewed","2","easy","confident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Software Requirements","Do project teams specify security requirements during development?","Yes, for most or all of the applications",1,0.5,NA,"1.5","easy","confident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Software Requirements","Do you define, structure, and include prioritization in the artifacts of the security requirements gathering process?","Yes, most or all of the time",1,0.5,NA,"1.5","easy","confident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Software Requirements","Do you use a standard requirements framework to streamline the elicitation of security requirements?","Yes, for most or all of the applications",1,0.5,NA,"1.5","easy","confident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Supplier Security","Do stakeholders review vendor collaborations for security requirements and methodology?","NO ANSWER",0,NA,"I have no idea if a vendor questionnaire is avaiable, but I would assume it is","1.5","difficult","unconfident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Supplier Security","Do vendors meet the security responsibilities and quality measures of service level agreements defined by the organization?","NO ANSWER",0,NA,"We would not use a vendor that does not meet our security requirements","1.5","difficult","unconfident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Supplier Security","Are vendors aligned with standard security controls and software development tools and processes that the organization utilizes?","NO ANSWER",0,NA,"I would assume, but I can't say for certain as I don't work with it specifically","1.5","difficult","unconfident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Architecture Design","Do teams use security principles during design?","Yes, for most or all of the applications",1,0.5,NA,"1","easy","confident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Architecture Design","Do you use shared security services during design?","Yes, for most or all of the applications",1,0.5,NA,"1","easy","confident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Architecture Design","Do you base your design on available reference architectures?","NO ANSWER",0,0,"Depends on what you mean with reference architecture","1","easy","confident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Technology Management","Do you evaluate the security quality of important technologies used for development?","NO ANSWER",0,NA,"How do you define a technology?","1","very difficult","confident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Technology Management","Do you have a list of recommended technologies for the organization?","NO ANSWER",0,NA,"How do you define a technology?","1","very difficult","confident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Technology Management","Do you enforce the use of recommended technologies within the organization?","NO ANSWER",0,NA,"How do you define a technology?","1","very difficult","confident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Build Process","Is your full build process formally described?","NO ANSWER",0,0,"Not working as developer","0.5","difficult","confident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Build Process","Is the build process fully automated?","Yes, for most or all of the applications",1,0.5,NA,"0.5","difficult","confident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Build Process","Do you enforce automated security checks in your build processes?","NO ANSWER",0,0,"Not working as developer","0.5","difficult","confident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Software Dependencies","Do you have solid knowledge about dependencies you're relying on?","NO ANSWER",0,NA,"Not working as developer","0.5","very difficult","unconfident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Software Dependencies","Do you handle 3rd party dependency risk by a formal process?","NO ANSWER",0,NA,"Not working as developer","0.5","very difficult","unconfident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Software Dependencies","Do you prevent build of software if it's affected by vulnerabilities in dependencies?","NO ANSWER",0,NA,"Not working as developer","0.5","very difficult","unconfident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Deployment Process","Do you use repeatable deployment processes?","NO ANSWER",0,0.5,"We have scripts to perform deployment, then I can't say if these are as per the list to the left","0.5","very difficult","unconfident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Deployment Process","Are deployment processes automated and employing security checks?","NO ANSWER",0,0,"We have scripts to perform deployment, then I can't say if these are as per the list to the left","0.5","very difficult","unconfident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Deployment Process","Do you consistently validate the integrity of deployed artifacts?","NO ANSWER",0,0,"We have scripts to perform deployment, then I can't say if these are as per the list to the left","0.5","very difficult","unconfident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Secret Management","Do you limit access to application secrets according to the least privilege principle?","Yes, for most or all of the applications",1,NA,NA,"0.5","difficult","confident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Secret Management","Do you inject production secrets into configuration files during deployment?","NO ANSWER",0,NA,"Source code files does not contain application secrets, but I don't know on what level we alert abnormal access","0.5","difficult","confident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Secret Management","Do you practice proper lifecycle management for application secrets?","NO ANSWER",0,NA,"I very much hope that our operations are doing this..","0.5","difficult","confident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Defect Tracking","Do you track all known security defects in accessible locations?","Yes, for most or all of the applications",1,0.5,NA,"1","difficult","confident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Defect Tracking","Do you keep an overview of the state of security defects across the organization?","Yes, for most or all of the applications",1,0.5,NA,"1","difficult","confident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Defect Tracking","Do you enforce SLAs for fixing security defects?","NO ANSWER",0,0,"I can't say about the list to the left, but we do have and enforce SLAs on security defects","1","difficult","confident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Metrics and Feedback","Do you use basic metrics about recorded security defects to carry out quick win improvement activities?","NO ANSWER",0,NA,"Don't know","1","very difficult","very unconfident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Metrics and Feedback","Do you improve your security assurance program upon standardized metrics?","NO ANSWER",0,NA,"Don't know","1","very difficult","very unconfident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Metrics and Feedback","Do you regularly evaluate the effectiveness of your security metrics so that its input helps drive your security strategy?","NO ANSWER",0,NA,"Don't know","1","very difficult","very unconfident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Architecture Validation","Do you review the application architecture for key security objectives on an ad-hoc basis?","NO ANSWER",0,0,"Don't know if is performed on an ad-hoc basis","0","very difficult","very unconfident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Architecture Validation","Do you regularly review the security mechanisms of your architecture?","NO ANSWER",0,0,"I can't say for certain that is being reviewed as I have not been part of it myself.","0","very difficult","very unconfident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Architecture Validation","Do you regularly review the effectiveness of the security controls?","NO ANSWER",0,0,"I can't say for certain that is being reviewed as I have not been part of it myself.","0","very difficult","very unconfident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Architecture Mitigation","Do you review the application architecture for mitigations of typical threats on an ad-hoc basis?","NO ANSWER",0,NA,"Don't know if is performed on an ad-hoc basis","0","very difficult","very unconfident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Architecture Mitigation","Do you regularly evaluate the threats to your architecture?","NO ANSWER",0,NA,"I can't say for certain that is being evaluated regularly as I have not been part of it myself.","0","very difficult","very unconfident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Architecture Mitigation","Do you regularly update your reference architectures based on architecture assessment findings?","NO ANSWER",0,NA,"I can't say for certain that is being updated regularly as I have not been part of it myself.","0","very difficult","very unconfident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Control Verification","Do you test applications for the correct functioning of standard security controls?","Yes, most or all of them",1,0.5,NA,"0.5","difficult","unconfident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Control Verification","Do you consistently write and execute test scripts to verify the functionality of security requirements?","NO ANSWER",0,0,"I have no idea if our tests use a standardized framework or not, or how you define a standardized framework in this context.","0.5","difficult","unconfident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Control Verification","Do you automatically test applications for security regressions?","NO ANSWER",0,0,"I can't say for certain as I do not work as a developer","0.5","difficult","unconfident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Misuse/Abuse Testing","Do you test applications using randomization or fuzzing techniques?","NO ANSWER",0,NA,"I can't say for certain as I do not work as a developer","0.5","difficult","unconfident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Misuse/Abuse Testing","Do you create abuse cases from functional requirements and use them to drive security tests?","NO ANSWER",0,NA,"I can't say for certain as I do not work as a developer","0.5","difficult","unconfident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Misuse/Abuse Testing","Do you perform denial of service and security stress testing?","NO ANSWER",0,NA,"I can't say for certain as I do not work as a developer","0.5","difficult","unconfident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Scalable Baseline","Do you scan applications with automated security testing tools?","Yes, most or all of them",1,1,NA,"1.5","difficult","unconfident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Scalable Baseline","Do you customize the automated security tools to your applications and technology stacks?","NO ANSWER",0,0.5,"I don't know","1.5","difficult","unconfident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Scalable Baseline","Do you integrate automated security testing into the build and deploy process?","NO ANSWER",0,0,"I can't say for certain as I do not work as a developer","1.5","difficult","unconfident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Deep Understanding","Do you manually review the security quality of selected high-risk components?","Yes, for most or all of the components",1,NA,NA,"1.5","easy","confident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Deep Understanding","Do you perform penetration testing for your applications at regular intervals?","Yes, for most or all of the applications",1,NA,NA,"1.5","easy","confident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Deep Understanding","Do you use the results of security testing to improve the development lifecycle?","NO ANSWER",0,NA,"Can't say for certain how the test resulst are used","1.5","easy","confident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Incident Detection","Do you analyze log data for security incidents periodically?","NO ANSWER",0,0.5,"Don't know","0.5","very difficult","very unconfident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Incident Detection","Do you follow a documented process for incident detection?","NO ANSWER",0,0,"I would assume that there is a documented process, but I have not worked with it myself","0.5","very difficult","very unconfident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Incident Detection","Do you review and update the incident detection process regularly?","NO ANSWER",0,0,"Don't know","0.5","very difficult","very unconfident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Incident Response","Do you respond to detected incidents?","Yes, for most or all of the incidents",1,NA,NA,"0.5","very difficult","very unconfident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Incident Response","Do you use a repeatable process for incident handling?","NO ANSWER",0,NA,"No idea if there is a repeatable process or not as I have not worked with it","0.5","very difficult","very unconfident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Incident Response","Do you have a dedicated incident response team available?","NO ANSWER",0,NA,"Don't know if there is a team working specifically with incident response or not","0.5","very difficult","very unconfident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Configuration Hardening","Do you harden configurations for key components of your technology stacks?","Yes, for most or all of the components",1,1,NA,"2.5","difficult","confident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Configuration Hardening","Do you have hardening baselines for your components?","Yes, for most or all of the components",1,1,"I know that there is hardening, but I can't say if we are following the list to the left or not.","2.5","difficult","confident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Configuration Hardening","Do you monitor and enforce conformity with hardening baselines?","NO ANSWER",0,0.5,"I don't know if it is performed regularly but I would assume so","2.5","difficult","confident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Patching and Updating","Do you identify and patch vulnerable components?","Yes, for most or all of the components",1,NA,NA,"2.5","easy","confident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Patching and Updating","Do you follow an established process for updating components of your technology stacks?","Yes, for most or all of the components",1,NA,NA,"2.5","easy","confident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Patching and Updating","Do you regularly evaluate components and review patch level status?","Yes, for most or all of the components",1,NA,NA,"2.5","easy","confident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Data Protection","Do you protect and handle information according to protection requirements for data stored and processed on each application?","Yes, for most or all of the applications",1,1,NA,"2","difficult","unconfident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Data Protection","Do you maintain a data catalog, including types, sensitivity levels, and processing and storage locations?","NO ANSWER",0,0.5,"I can't say if there is a ""data catalog"" or not.","2","difficult","unconfident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"Data Protection","Do you regularly review and update the data catalog and your data protection policies and procedures?","NO ANSWER",0,0.5,"I can't say if there is a ""data catalog"" or not.","2","difficult","unconfident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"System Decomissioning / Legacy Management","Do you identify and remove systems, applications, application dependencies, or services that are no longer used, have reached end of life, or are no longer actively developed or supported?","Yes, for most or all of the applications",1,NA,NA,"2","easy","confident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"System Decomissioning / Legacy Management","Do you follow an established process for removing all associated resources, as part of decommissioning of unused systems, applications, application dependencies, or services?","Yes, most or all of the time",1,NA,NA,"2","easy","confident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"System Decomissioning / Legacy Management","Do you regularly evaluate the lifecycle state and support status of every software asset and underlying infrastructure component, and estimate their end of life?","Yes, for most or all of the assets",1,NA,NA,"2","easy","confident","ca0509100d924c2dc11dac5d0bd03729","architect",62
