"stream","question","answer","answer_numeric","answer_avg","comments","rating","difficulty","confidence","respondent","role","time"
"Deployment Process","Do you consistently validate the integrity of deployed artifacts?","Yes, for most or all of the applications",1,0.75,NA,"1.875",NA,NA,"bfea410146cd967b392a87771e690515","development",0
"Secret Management","Do you limit access to application secrets according to the least privilege principle?","Yes, for most or all of the applications",1,NA,NA,"1.875",NA,NA,"bfea410146cd967b392a87771e690515","development",0
"Secret Management","Do you inject production secrets into configuration files during deployment?","Yes, for some applications",0.25,NA,"Oracle secrets stored in encrypted vault for instance","1.875",NA,NA,"bfea410146cd967b392a87771e690515","development",0
"Secret Management","Do you practice proper lifecycle management for application secrets?","Yes, for at least half of the applications",0.5,NA,NA,"1.875",NA,NA,"bfea410146cd967b392a87771e690515","development",0
"Defect Tracking","Do you track all known security defects in accessible locations?","Yes, for most or all of the applications",1,1,NA,"2.5",NA,NA,"bfea410146cd967b392a87771e690515","development",0
"Defect Tracking","Do you keep an overview of the state of security defects across the organization?","NO ANSWER",0,0.5,NA,"2.5",NA,NA,"bfea410146cd967b392a87771e690515","development",0
"Defect Tracking","Do you enforce SLAs for fixing security defects?","Yes, for most or all of the applications",1,1,NA,"2.5",NA,NA,"bfea410146cd967b392a87771e690515","development",0
"Metrics and Feedback","Do you use basic metrics about recorded security defects to carry out quick win improvement activities?","Yes, for most or all of the applications",1,NA,NA,"2.5",NA,NA,"bfea410146cd967b392a87771e690515","development",0
"Metrics and Feedback","Do you improve your security assurance program upon standardized metrics?","Yes, for most or all of the applications",1,NA,NA,"2.5",NA,NA,"bfea410146cd967b392a87771e690515","development",0
"Metrics and Feedback","Do you regularly evaluate the effectiveness of your security metrics so that its input helps drive your security strategy?","Yes, for most or all of the applications",1,NA,NA,"2.5",NA,NA,"bfea410146cd967b392a87771e690515","development",0
"Architecture Validation","Do you review the application architecture for key security objectives on an ad-hoc basis?","NO ANSWER",0,0.25,NA,"0.75",NA,NA,"bfea410146cd967b392a87771e690515","development",0
"Architecture Validation","Do you regularly review the security mechanisms of your architecture?","NO ANSWER",0,0.5,NA,"0.75",NA,NA,"bfea410146cd967b392a87771e690515","development",0
"Architecture Validation","Do you regularly review the effectiveness of the security controls?","NO ANSWER",0,0,NA,"0.75",NA,NA,"bfea410146cd967b392a87771e690515","development",0
"Architecture Mitigation","Do you review the application architecture for mitigations of typical threats on an ad-hoc basis?","Yes, for at least half of the applications",0.5,NA,NA,"0.75",NA,NA,"bfea410146cd967b392a87771e690515","development",0
"Architecture Mitigation","Do you regularly evaluate the threats to your architecture?","Yes, for most or all of the applications",1,NA,NA,"0.75",NA,NA,"bfea410146cd967b392a87771e690515","development",0
"Architecture Mitigation","Do you regularly update your reference architectures based on architecture assessment findings?","NO ANSWER",0,NA,NA,"0.75",NA,NA,"bfea410146cd967b392a87771e690515","development",0
"Control Verification","Do you test applications for the correct functioning of standard security controls?","NO ANSWER",0,0,NA,"0",NA,NA,"bfea410146cd967b392a87771e690515","development",0
"Control Verification","Do you consistently write and execute test scripts to verify the functionality of security requirements?","NO ANSWER",0,0,NA,"0",NA,NA,"bfea410146cd967b392a87771e690515","development",0
"Control Verification","Do you automatically test applications for security regressions?","NO ANSWER",0,0,NA,"0",NA,NA,"bfea410146cd967b392a87771e690515","development",0
"Misuse/Abuse Testing","Do you test applications using randomization or fuzzing techniques?","NO ANSWER",0,NA,NA,"0",NA,NA,"bfea410146cd967b392a87771e690515","development",0
"Misuse/Abuse Testing","Do you create abuse cases from functional requirements and use them to drive security tests?","NO ANSWER",0,NA,NA,"0",NA,NA,"bfea410146cd967b392a87771e690515","development",0
"Misuse/Abuse Testing","Do you perform denial of service and security stress testing?","NO ANSWER",0,NA,NA,"0",NA,NA,"bfea410146cd967b392a87771e690515","development",0
"Scalable Baseline","Do you scan applications with automated security testing tools?","Yes, at least half of them",0.5,0.25,NA,"0.875",NA,NA,"bfea410146cd967b392a87771e690515","development",0
"Scalable Baseline","Do you customize the automated security tools to your applications and technology stacks?","Yes, at least half of them",0.5,0.5,NA,"0.875",NA,NA,"bfea410146cd967b392a87771e690515","development",0
"Scalable Baseline","Do you integrate automated security testing into the build and deploy process?","Yes, some of it",0.25,0.125,NA,"0.875",NA,NA,"bfea410146cd967b392a87771e690515","development",0
"Deep Understanding","Do you manually review the security quality of selected high-risk components?","NO ANSWER",0,NA,NA,"0.875",NA,NA,"bfea410146cd967b392a87771e690515","development",0
"Deep Understanding","Do you perform penetration testing for your applications at regular intervals?","Yes, for at least half of the applications",0.5,NA,NA,"0.875",NA,NA,"bfea410146cd967b392a87771e690515","development",0
"Deep Understanding","Do you use the results of security testing to improve the development lifecycle?","NO ANSWER",0,NA,NA,"0.875",NA,NA,"bfea410146cd967b392a87771e690515","development",0
"Incident Detection","Do you analyze log data for security incidents periodically?","NO ANSWER",0,0,NA,"0",NA,NA,"bfea410146cd967b392a87771e690515","development",0
"Incident Detection","Do you follow a documented process for incident detection?","NO ANSWER",0,0,NA,"0",NA,NA,"bfea410146cd967b392a87771e690515","development",0
"Incident Detection","Do you review and update the incident detection process regularly?","NO ANSWER",0,0,NA,"0",NA,NA,"bfea410146cd967b392a87771e690515","development",0
"Incident Response","Do you respond to detected incidents?","NO ANSWER",0,NA,NA,"0",NA,NA,"bfea410146cd967b392a87771e690515","development",0
"Incident Response","Do you use a repeatable process for incident handling?","NO ANSWER",0,NA,NA,"0",NA,NA,"bfea410146cd967b392a87771e690515","development",0
"Incident Response","Do you have a dedicated incident response team available?","NO ANSWER",0,NA,NA,"0",NA,NA,"bfea410146cd967b392a87771e690515","development",0
"Configuration Hardening","Do you harden configurations for key components of your technology stacks?","Yes, for at least half of the components",0.5,0.25,NA,"0.375",NA,NA,"bfea410146cd967b392a87771e690515","development",0
"Configuration Hardening","Do you have hardening baselines for your components?","Yes, for some components",0.25,0.125,NA,"0.375",NA,NA,"bfea410146cd967b392a87771e690515","development",0
"Configuration Hardening","Do you monitor and enforce conformity with hardening baselines?","NO ANSWER",0,0,NA,"0.375",NA,NA,"bfea410146cd967b392a87771e690515","development",0
"Patching and Updating","Do you identify and patch vulnerable components?","NO ANSWER",0,NA,NA,"0.375",NA,NA,"bfea410146cd967b392a87771e690515","development",0
"Patching and Updating","Do you follow an established process for updating components of your technology stacks?","NO ANSWER",0,NA,NA,"0.375",NA,NA,"bfea410146cd967b392a87771e690515","development",0
"Patching and Updating","Do you regularly evaluate components and review patch level status?","NO ANSWER",0,NA,NA,"0.375",NA,NA,"bfea410146cd967b392a87771e690515","development",0
"Data Protection","Do you protect and handle information according to protection requirements for data stored and processed on each application?","NO ANSWER",0,0,NA,"0",NA,NA,"bfea410146cd967b392a87771e690515","development",0
"Data Protection","Do you maintain a data catalog, including types, sensitivity levels, and processing and storage locations?","NO ANSWER",0,0,NA,"0",NA,NA,"bfea410146cd967b392a87771e690515","development",0
"Data Protection","Do you regularly review and update the data catalog and your data protection policies and procedures?","NO ANSWER",0,0,NA,"0",NA,NA,"bfea410146cd967b392a87771e690515","development",0
"System Decomissioning / Legacy Management","Do you identify and remove systems, applications, application dependencies, or services that are no longer used, have reached end of life, or are no longer actively developed or supported?","NO ANSWER",0,NA,NA,"0",NA,NA,"bfea410146cd967b392a87771e690515","development",0
"System Decomissioning / Legacy Management","Do you follow an established process for removing all associated resources, as part of decommissioning of unused systems, applications, application dependencies, or services?","NO ANSWER",0,NA,NA,"0",NA,NA,"bfea410146cd967b392a87771e690515","development",0
"System Decomissioning / Legacy Management","Do you regularly evaluate the lifecycle state and support status of every software asset and underlying infrastructure component, and estimate their end of life?","NO ANSWER",0,NA,NA,"0",NA,NA,"bfea410146cd967b392a87771e690515","development",0
