"stream","question","answer","answer_numeric","answer_avg","comments","rating","difficulty","confidence","respondent","role","time"
"Software Dependencies","Do you handle 3rd party dependency risk by a formal process?","NO ANSWER",0,NA,NA,"0","easy","confident","c73fa8538f31818083eb75c14a7655c5","management",62
"Software Dependencies","Do you prevent build of software if it's affected by vulnerabilities in dependencies?","NO ANSWER",0,NA,NA,"0","easy","confident","c73fa8538f31818083eb75c14a7655c5","management",62
"Deployment Process","Do you use repeatable deployment processes?","Yes, for most or all of the applications",1,1,"Deployment automation with for example ansible","2","easy","unconfident","c73fa8538f31818083eb75c14a7655c5","management",62
"Deployment Process","Are deployment processes automated and employing security checks?","Yes, for most or all of the applications",1,0.5,NA,"2","easy","unconfident","c73fa8538f31818083eb75c14a7655c5","management",62
"Deployment Process","Do you consistently validate the integrity of deployed artifacts?","Yes, for most or all of the applications",1,0.5,"Software artificats are signed","2","easy","unconfident","c73fa8538f31818083eb75c14a7655c5","management",62
"Secret Management","Do you limit access to application secrets according to the least privilege principle?","Yes, for most or all of the applications",1,NA,NA,"2","easy","unconfident","c73fa8538f31818083eb75c14a7655c5","management",62
"Secret Management","Do you inject production secrets into configuration files during deployment?","NO ANSWER",0,NA,NA,"2","easy","unconfident","c73fa8538f31818083eb75c14a7655c5","management",62
"Secret Management","Do you practice proper lifecycle management for application secrets?","NO ANSWER",0,NA,NA,"2","easy","unconfident","c73fa8538f31818083eb75c14a7655c5","management",62
"Defect Tracking","Do you track all known security defects in accessible locations?","NO ANSWER",0,0,NA,"0","easy","unconfident","c73fa8538f31818083eb75c14a7655c5","management",62
"Defect Tracking","Do you keep an overview of the state of security defects across the organization?","NO ANSWER",0,0,NA,"0","easy","unconfident","c73fa8538f31818083eb75c14a7655c5","management",62
"Defect Tracking","Do you enforce SLAs for fixing security defects?","NO ANSWER",0,0,NA,"0","easy","unconfident","c73fa8538f31818083eb75c14a7655c5","management",62
"Metrics and Feedback","Do you use basic metrics about recorded security defects to carry out quick win improvement activities?","NO ANSWER",0,NA,NA,"0","easy","unconfident","c73fa8538f31818083eb75c14a7655c5","management",62
"Metrics and Feedback","Do you improve your security assurance program upon standardized metrics?","NO ANSWER",0,NA,NA,"0","easy","unconfident","c73fa8538f31818083eb75c14a7655c5","management",62
"Metrics and Feedback","Do you regularly evaluate the effectiveness of your security metrics so that its input helps drive your security strategy?","NO ANSWER",0,NA,NA,"0","easy","unconfident","c73fa8538f31818083eb75c14a7655c5","management",62
"Architecture Validation","Do you review the application architecture for key security objectives on an ad-hoc basis?","NO ANSWER",0,0,NA,"0","easy","unconfident","c73fa8538f31818083eb75c14a7655c5","management",62
"Architecture Validation","Do you regularly review the security mechanisms of your architecture?","NO ANSWER",0,0,NA,"0","easy","unconfident","c73fa8538f31818083eb75c14a7655c5","management",62
"Architecture Validation","Do you regularly review the effectiveness of the security controls?","NO ANSWER",0,0,NA,"0","easy","unconfident","c73fa8538f31818083eb75c14a7655c5","management",62
"Architecture Mitigation","Do you review the application architecture for mitigations of typical threats on an ad-hoc basis?","NO ANSWER",0,NA,NA,"0","easy","unconfident","c73fa8538f31818083eb75c14a7655c5","management",62
"Architecture Mitigation","Do you regularly evaluate the threats to your architecture?","NO ANSWER",0,NA,NA,"0","easy","unconfident","c73fa8538f31818083eb75c14a7655c5","management",62
"Architecture Mitigation","Do you regularly update your reference architectures based on architecture assessment findings?","NO ANSWER",0,NA,NA,"0","easy","unconfident","c73fa8538f31818083eb75c14a7655c5","management",62
"Control Verification","Do you test applications for the correct functioning of standard security controls?","NO ANSWER",0,0,NA,"0","easy","unconfident","c73fa8538f31818083eb75c14a7655c5","management",62
"Control Verification","Do you consistently write and execute test scripts to verify the functionality of security requirements?","NO ANSWER",0,0,NA,"0","easy","unconfident","c73fa8538f31818083eb75c14a7655c5","management",62
"Control Verification","Do you automatically test applications for security regressions?","NO ANSWER",0,0,NA,"0","easy","unconfident","c73fa8538f31818083eb75c14a7655c5","management",62
"Misuse/Abuse Testing","Do you test applications using randomization or fuzzing techniques?","NO ANSWER",0,NA,NA,"0","easy","unconfident","c73fa8538f31818083eb75c14a7655c5","management",62
"Misuse/Abuse Testing","Do you create abuse cases from functional requirements and use them to drive security tests?","NO ANSWER",0,NA,NA,"0","easy","unconfident","c73fa8538f31818083eb75c14a7655c5","management",62
"Misuse/Abuse Testing","Do you perform denial of service and security stress testing?","NO ANSWER",0,NA,NA,"0","easy","unconfident","c73fa8538f31818083eb75c14a7655c5","management",62
"Scalable Baseline","Do you scan applications with automated security testing tools?","NO ANSWER",0,0,NA,"0","easy","unconfident","c73fa8538f31818083eb75c14a7655c5","management",62
"Scalable Baseline","Do you customize the automated security tools to your applications and technology stacks?","NO ANSWER",0,0,NA,"0","easy","unconfident","c73fa8538f31818083eb75c14a7655c5","management",62
"Scalable Baseline","Do you integrate automated security testing into the build and deploy process?","NO ANSWER",0,0,NA,"0","easy","unconfident","c73fa8538f31818083eb75c14a7655c5","management",62
"Deep Understanding","Do you manually review the security quality of selected high-risk components?","NO ANSWER",0,NA,NA,"0","easy","unconfident","c73fa8538f31818083eb75c14a7655c5","management",62
"Deep Understanding","Do you perform penetration testing for your applications at regular intervals?","NO ANSWER",0,NA,NA,"0","easy","unconfident","c73fa8538f31818083eb75c14a7655c5","management",62
"Deep Understanding","Do you use the results of security testing to improve the development lifecycle?","NO ANSWER",0,NA,NA,"0","easy","unconfident","c73fa8538f31818083eb75c14a7655c5","management",62
"Incident Detection","Do you analyze log data for security incidents periodically?","Yes, for most or all of the applications",1,1,"SIEM to some extent, but also script based and  ad-hoc manual review at investigations","2.625","easy","confident","c73fa8538f31818083eb75c14a7655c5","management",62
"Incident Detection","Do you follow a documented process for incident detection?","Yes, for most or all of the applications",1,1,"MSTOP, Processes used in Managed Services","2.625","easy","confident","c73fa8538f31818083eb75c14a7655c5","management",62
"Incident Detection","Do you review and update the incident detection process regularly?","Yes, for some applications",0.25,0.625,NA,"2.625","easy","confident","c73fa8538f31818083eb75c14a7655c5","management",62
"Incident Response","Do you respond to detected incidents?","Yes, for most or all of the incidents",1,NA,"Dedicated SOC team","2.625","easy","confident","c73fa8538f31818083eb75c14a7655c5","management",62
"Incident Response","Do you use a repeatable process for incident handling?","Yes, for most or all of the incident types",1,NA,"Securtiy Incident Mgmt process defined","2.625","easy","confident","c73fa8538f31818083eb75c14a7655c5","management",62
"Incident Response","Do you have a dedicated incident response team available?","Yes, most or all of the time",1,NA,"Dedicated SOC team","2.625","easy","confident","c73fa8538f31818083eb75c14a7655c5","management",62
"Configuration Hardening","Do you harden configurations for key components of your technology stacks?","Yes, for most or all of the components",1,1,NA,"3","easy","confident","c73fa8538f31818083eb75c14a7655c5","management",62
"Configuration Hardening","Do you have hardening baselines for your components?","Yes, for most or all of the components",1,1,NA,"3","easy","confident","c73fa8538f31818083eb75c14a7655c5","management",62
"Configuration Hardening","Do you monitor and enforce conformity with hardening baselines?","Yes, for most or all of the components",1,1,NA,"3","easy","confident","c73fa8538f31818083eb75c14a7655c5","management",62
"Patching and Updating","Do you identify and patch vulnerable components?","Yes, for most or all of the components",1,NA,NA,"3","easy","confident","c73fa8538f31818083eb75c14a7655c5","management",62
"Patching and Updating","Do you follow an established process for updating components of your technology stacks?","Yes, for most or all of the components",1,NA,NA,"3","easy","confident","c73fa8538f31818083eb75c14a7655c5","management",62
"Patching and Updating","Do you regularly evaluate components and review patch level status?","Yes, for most or all of the components",1,NA,NA,"3","easy","confident","c73fa8538f31818083eb75c14a7655c5","management",62
"Data Protection","Do you protect and handle information according to protection requirements for data stored and processed on each application?","Yes, for some applications",0.25,0.375,NA,"0.625","difficult","unconfident","c73fa8538f31818083eb75c14a7655c5","management",62
"Data Protection","Do you maintain a data catalog, including types, sensitivity levels, and processing and storage locations?","No",0,0,NA,"0.625","difficult","unconfident","c73fa8538f31818083eb75c14a7655c5","management",62
"Data Protection","Do you regularly review and update the data catalog and your data protection policies and procedures?","No",0,0.25,NA,"0.625","difficult","unconfident","c73fa8538f31818083eb75c14a7655c5","management",62
"System Decomissioning / Legacy Management","Do you identify and remove systems, applications, application dependencies, or services that are no longer used, have reached end of life, or are no longer actively developed or supported?","Yes, for at least half of the applications",0.5,NA,"From Operational perspective we always strive to ONLY run supported and used system/services","0.625","difficult","unconfident","c73fa8538f31818083eb75c14a7655c5","management",62
"System Decomissioning / Legacy Management","Do you follow an established process for removing all associated resources, as part of decommissioning of unused systems, applications, application dependencies, or services?","No",0,NA,"To some extent yes, but not fully","0.625","difficult","unconfident","c73fa8538f31818083eb75c14a7655c5","management",62
"System Decomissioning / Legacy Management","Do you regularly evaluate the lifecycle state and support status of every software asset and underlying infrastructure component, and estimate their end of life?","Yes, for at least half of the assets",0.5,NA,NA,"0.625","difficult","unconfident","c73fa8538f31818083eb75c14a7655c5","management",62
