"stream","question","answer","answer_numeric","answer_avg","comments","rating","difficulty","confidence","respondent","role","time"
"Compliance Management","Do you have a standard set of security requirements and verification procedures addressing the organization's external compliance obligations?","Yes, for most or all of the obligations",1,NA,"Yes, PA-DSS is verified per main release","1.625","easy","confident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Compliance Management","Do you regularly report on adherence to external compliance obligations and use that information to guide efforts to close compliance gaps?","No",0,NA,"If we do I am not aware","1.625","easy","confident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Training and Awareness","Do you require employees involved with application development to take SDLC training?","Yes, some of them",0.25,0.625,"There is a training program for all employees, developer and then even more advanced for Security masters","1.625","easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Training and Awareness","Is training customized for individual roles such as developers, testers, or security champions?","Yes, for some of the training",0.25,0.625,NA,"1.625","easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Training and Awareness","Have you implemented a Learning Management System or equivalent to track employee training and certification processes?","Yes, for some of the training",0.25,0.375,NA,"1.625","easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Organization and Culture","Have you identified a Security Champion for each development team?","Yes, for most or all of the teams",1,NA,NA,"1.625","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Organization and Culture","Does the organization have a Secure Software Center of Excellence (SSCE)?","Yes, for the entire organization",1,NA,"I believe this is ""BDGS Cecurity Center""","1.625","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Organization and Culture","Is there a centralized portal where developers and application security professionals from different teams and business units are able to communicate and share information?","Yes, for part of the organization",0.5,NA,"Anything and everything is in Confluence :-)","1.625","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Application Risk Profile","Do you classify applications according to business risk based on a simple and predefined set of questions?","NO ANSWER",0,0,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Application Risk Profile","Do you use centralized and quantified application risk profiles to evaluate business risk?","NO ANSWER",0,0,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Application Risk Profile","Do you regularly review and update the risk profiles for your applications?","NO ANSWER",0,0,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Threat Modeling","Do you identify and manage architectural design flaws with threat modeling?","NO ANSWER",0,NA,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Threat Modeling","Do you use a standard methodology, aligned on your application risk levels?","NO ANSWER",0,NA,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Threat Modeling","Do you regularly review and update the threat modeling methodology for your applications?","NO ANSWER",0,NA,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Software Requirements","Do project teams specify security requirements during development?","NO ANSWER",0,0,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Software Requirements","Do you define, structure, and include prioritization in the artifacts of the security requirements gathering process?","NO ANSWER",0,0,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Software Requirements","Do you use a standard requirements framework to streamline the elicitation of security requirements?","NO ANSWER",0,0,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Supplier Security","Do stakeholders review vendor collaborations for security requirements and methodology?","NO ANSWER",0,NA,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Supplier Security","Do vendors meet the security responsibilities and quality measures of service level agreements defined by the organization?","NO ANSWER",0,NA,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Supplier Security","Are vendors aligned with standard security controls and software development tools and processes that the organization utilizes?","NO ANSWER",0,NA,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Architecture Design","Do teams use security principles during design?","NO ANSWER",0,0,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Architecture Design","Do you use shared security services during design?","NO ANSWER",0,0,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Architecture Design","Do you base your design on available reference architectures?","NO ANSWER",0,0,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Technology Management","Do you evaluate the security quality of important technologies used for development?","NO ANSWER",0,NA,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Technology Management","Do you have a list of recommended technologies for the organization?","NO ANSWER",0,NA,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Technology Management","Do you enforce the use of recommended technologies within the organization?","NO ANSWER",0,NA,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Build Process","Is your full build process formally described?","NO ANSWER",0,0,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Build Process","Is the build process fully automated?","NO ANSWER",0,0,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Build Process","Do you enforce automated security checks in your build processes?","NO ANSWER",0,0,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Software Dependencies","Do you have solid knowledge about dependencies you're relying on?","NO ANSWER",0,NA,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Software Dependencies","Do you handle 3rd party dependency risk by a formal process?","NO ANSWER",0,NA,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Software Dependencies","Do you prevent build of software if it's affected by vulnerabilities in dependencies?","NO ANSWER",0,NA,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Deployment Process","Do you use repeatable deployment processes?","NO ANSWER",0,0,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Deployment Process","Are deployment processes automated and employing security checks?","NO ANSWER",0,0,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Deployment Process","Do you consistently validate the integrity of deployed artifacts?","NO ANSWER",0,0,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Secret Management","Do you limit access to application secrets according to the least privilege principle?","NO ANSWER",0,NA,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Secret Management","Do you inject production secrets into configuration files during deployment?","NO ANSWER",0,NA,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Secret Management","Do you practice proper lifecycle management for application secrets?","NO ANSWER",0,NA,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Defect Tracking","Do you track all known security defects in accessible locations?","NO ANSWER",0,0,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Defect Tracking","Do you keep an overview of the state of security defects across the organization?","NO ANSWER",0,0,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Defect Tracking","Do you enforce SLAs for fixing security defects?","NO ANSWER",0,0,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Metrics and Feedback","Do you use basic metrics about recorded security defects to carry out quick win improvement activities?","NO ANSWER",0,NA,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Metrics and Feedback","Do you improve your security assurance program upon standardized metrics?","NO ANSWER",0,NA,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Metrics and Feedback","Do you regularly evaluate the effectiveness of your security metrics so that its input helps drive your security strategy?","NO ANSWER",0,NA,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Architecture Validation","Do you review the application architecture for key security objectives on an ad-hoc basis?","NO ANSWER",0,0,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Architecture Validation","Do you regularly review the security mechanisms of your architecture?","NO ANSWER",0,0,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Architecture Validation","Do you regularly review the effectiveness of the security controls?","NO ANSWER",0,0,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Architecture Mitigation","Do you review the application architecture for mitigations of typical threats on an ad-hoc basis?","NO ANSWER",0,NA,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Architecture Mitigation","Do you regularly evaluate the threats to your architecture?","NO ANSWER",0,NA,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Architecture Mitigation","Do you regularly update your reference architectures based on architecture assessment findings?","NO ANSWER",0,NA,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Control Verification","Do you test applications for the correct functioning of standard security controls?","NO ANSWER",0,0,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Control Verification","Do you consistently write and execute test scripts to verify the functionality of security requirements?","NO ANSWER",0,0,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Control Verification","Do you automatically test applications for security regressions?","NO ANSWER",0,0,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Misuse/Abuse Testing","Do you test applications using randomization or fuzzing techniques?","NO ANSWER",0,NA,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Misuse/Abuse Testing","Do you create abuse cases from functional requirements and use them to drive security tests?","NO ANSWER",0,NA,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Misuse/Abuse Testing","Do you perform denial of service and security stress testing?","NO ANSWER",0,NA,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Scalable Baseline","Do you scan applications with automated security testing tools?","NO ANSWER",0,0,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Scalable Baseline","Do you customize the automated security tools to your applications and technology stacks?","NO ANSWER",0,0,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Scalable Baseline","Do you integrate automated security testing into the build and deploy process?","NO ANSWER",0,0,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Deep Understanding","Do you manually review the security quality of selected high-risk components?","NO ANSWER",0,NA,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Deep Understanding","Do you perform penetration testing for your applications at regular intervals?","NO ANSWER",0,NA,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Deep Understanding","Do you use the results of security testing to improve the development lifecycle?","NO ANSWER",0,NA,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Incident Detection","Do you analyze log data for security incidents periodically?","NO ANSWER",0,0,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Incident Detection","Do you follow a documented process for incident detection?","NO ANSWER",0,0,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Incident Detection","Do you review and update the incident detection process regularly?","NO ANSWER",0,0,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Incident Response","Do you respond to detected incidents?","NO ANSWER",0,NA,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Incident Response","Do you use a repeatable process for incident handling?","NO ANSWER",0,NA,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Incident Response","Do you have a dedicated incident response team available?","NO ANSWER",0,NA,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Configuration Hardening","Do you harden configurations for key components of your technology stacks?","NO ANSWER",0,0,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Configuration Hardening","Do you have hardening baselines for your components?","NO ANSWER",0,0,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Configuration Hardening","Do you monitor and enforce conformity with hardening baselines?","NO ANSWER",0,0,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Patching and Updating","Do you identify and patch vulnerable components?","NO ANSWER",0,NA,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Patching and Updating","Do you follow an established process for updating components of your technology stacks?","NO ANSWER",0,NA,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Patching and Updating","Do you regularly evaluate components and review patch level status?","NO ANSWER",0,NA,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Data Protection","Do you protect and handle information according to protection requirements for data stored and processed on each application?","NO ANSWER",0,0,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Data Protection","Do you maintain a data catalog, including types, sensitivity levels, and processing and storage locations?","NO ANSWER",0,0,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"Data Protection","Do you regularly review and update the data catalog and your data protection policies and procedures?","NO ANSWER",0,0,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"System Decomissioning / Legacy Management","Do you identify and remove systems, applications, application dependencies, or services that are no longer used, have reached end of life, or are no longer actively developed or supported?","NO ANSWER",0,NA,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"System Decomissioning / Legacy Management","Do you follow an established process for removing all associated resources, as part of decommissioning of unused systems, applications, application dependencies, or services?","NO ANSWER",0,NA,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
"System Decomissioning / Legacy Management","Do you regularly evaluate the lifecycle state and support status of every software asset and underlying infrastructure component, and estimate their end of life?","NO ANSWER",0,NA,NA,"0","very easy","very unconfident","ce091a448d9d3c2dbc6f4e692fdff4af","management",-20535
