"stream","question","answer","answer_numeric","answer_avg","comments","rating","difficulty","confidence","respondent","role","time"
"Technology Management","Do you enforce the use of recommended technologies within the organization?","NO ANSWER",0,NA,"I do not know.","0.5","easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"Build Process","Is your full build process formally described?","NO ANSWER",0,0,"I do not know.","0","easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"Build Process","Is the build process fully automated?","No",0,0,NA,"0","easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"Build Process","Do you enforce automated security checks in your build processes?","NO ANSWER",0,0,"I do not know.","0","easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"Software Dependencies","Do you have solid knowledge about dependencies you're relying on?","NO ANSWER",0,NA,"I do not know.","0","easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"Software Dependencies","Do you handle 3rd party dependency risk by a formal process?","NO ANSWER",0,NA,"I do not know.","0","easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"Software Dependencies","Do you prevent build of software if it's affected by vulnerabilities in dependencies?","NO ANSWER",0,NA,"I do not know.","0","easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"Deployment Process","Do you use repeatable deployment processes?","Yes, for most or all of the applications",1,0.5,NA,"0.5","easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"Deployment Process","Are deployment processes automated and employing security checks?","No",0,0,NA,"0.5","easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"Deployment Process","Do you consistently validate the integrity of deployed artifacts?","NO ANSWER",0,0,"I do not know.","0.5","easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"Secret Management","Do you limit access to application secrets according to the least privilege principle?","NO ANSWER",0,NA,"I do not know.","0.5","easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"Secret Management","Do you inject production secrets into configuration files during deployment?","NO ANSWER",0,NA,"I do not know.","0.5","easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"Secret Management","Do you practice proper lifecycle management for application secrets?","NO ANSWER",0,NA,"I do not know.","0.5","easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"Defect Tracking","Do you track all known security defects in accessible locations?","NO ANSWER",0,0,"I do not know.","0","easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"Defect Tracking","Do you keep an overview of the state of security defects across the organization?","NO ANSWER",0,0,"I do not know.","0","easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"Defect Tracking","Do you enforce SLAs for fixing security defects?","NO ANSWER",0,0,"I do not know.","0","easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"Metrics and Feedback","Do you use basic metrics about recorded security defects to carry out quick win improvement activities?","NO ANSWER",0,NA,"I do not know.","0","easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"Metrics and Feedback","Do you improve your security assurance program upon standardized metrics?","NO ANSWER",0,NA,"I do not know.","0","easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"Metrics and Feedback","Do you regularly evaluate the effectiveness of your security metrics so that its input helps drive your security strategy?","NO ANSWER",0,NA,"I do not know.","0","easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"Architecture Validation","Do you review the application architecture for key security objectives on an ad-hoc basis?","NO ANSWER",0,0,"I do not know.","0","easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"Architecture Validation","Do you regularly review the security mechanisms of your architecture?","NO ANSWER",0,0,"I do not know.","0","easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"Architecture Validation","Do you regularly review the effectiveness of the security controls?","NO ANSWER",0,0,"I do not know.","0","easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"Architecture Mitigation","Do you review the application architecture for mitigations of typical threats on an ad-hoc basis?","NO ANSWER",0,NA,"I do not know.","0","easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"Architecture Mitigation","Do you regularly evaluate the threats to your architecture?","NO ANSWER",0,NA,"I do not know.","0","easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"Architecture Mitigation","Do you regularly update your reference architectures based on architecture assessment findings?","NO ANSWER",0,NA,"I do not know.","0","easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"Control Verification","Do you test applications for the correct functioning of standard security controls?","Yes, most or all of them",1,0.5,"Mostly done in function test.","1","easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"Control Verification","Do you consistently write and execute test scripts to verify the functionality of security requirements?","Yes, most or all of them",1,0.5,"Mostly done in function test.","1","easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"Control Verification","Do you automatically test applications for security regressions?","NO ANSWER",0,0,"I do not know.","1","easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"Misuse/Abuse Testing","Do you test applications using randomization or fuzzing techniques?","NO ANSWER",0,NA,"I do not know.","1","easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"Misuse/Abuse Testing","Do you create abuse cases from functional requirements and use them to drive security tests?","NO ANSWER",0,NA,"I do not know.","1","easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"Misuse/Abuse Testing","Do you perform denial of service and security stress testing?","No",0,NA,"As far as I know.","1","easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"Scalable Baseline","Do you scan applications with automated security testing tools?","Yes, most or all of them",1,0.5,NA,"2","easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"Scalable Baseline","Do you customize the automated security tools to your applications and technology stacks?","NO ANSWER",0,0.5,"I do not know.","2","easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"Scalable Baseline","Do you integrate automated security testing into the build and deploy process?","Yes, most or all of it",1,1,"We are currently working on running scans as part of CI/CD.","2","easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"Deep Understanding","Do you manually review the security quality of selected high-risk components?","No",0,NA,"As far as I know.","2","easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"Deep Understanding","Do you perform penetration testing for your applications at regular intervals?","Yes, for most or all of the applications",1,NA,"During each main release.","2","easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"Deep Understanding","Do you use the results of security testing to improve the development lifecycle?","Yes, we improve it at least annually",1,NA,NA,"2","easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"Incident Detection","Do you analyze log data for security incidents periodically?","NO ANSWER",0,0,"I do not know.","0","easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"Incident Detection","Do you follow a documented process for incident detection?","NO ANSWER",0,0,"I do not know.","0","easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"Incident Detection","Do you review and update the incident detection process regularly?","NO ANSWER",0,0,"I do not know.","0","easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"Incident Response","Do you respond to detected incidents?","NO ANSWER",0,NA,"I do not know.","0","easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"Incident Response","Do you use a repeatable process for incident handling?","NO ANSWER",0,NA,"I do not know.","0","easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"Incident Response","Do you have a dedicated incident response team available?","NO ANSWER",0,NA,"I do not know.","0","easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"Configuration Hardening","Do you harden configurations for key components of your technology stacks?","NO ANSWER",0,0.5,"I do not know.","1.5","easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"Configuration Hardening","Do you have hardening baselines for your components?","NO ANSWER",0,0.5,"I do not know.","1.5","easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"Configuration Hardening","Do you monitor and enforce conformity with hardening baselines?","NO ANSWER",0,0.5,"I do not know.","1.5","easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"Patching and Updating","Do you identify and patch vulnerable components?","Yes, for most or all of the components",1,NA,NA,"1.5","easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"Patching and Updating","Do you follow an established process for updating components of your technology stacks?","Yes, for most or all of the components",1,NA,NA,"1.5","easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"Patching and Updating","Do you regularly evaluate components and review patch level status?","Yes, for most or all of the components",1,NA,NA,"1.5","easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"Data Protection","Do you protect and handle information according to protection requirements for data stored and processed on each application?","NO ANSWER",0,0.5,"I do not know.","1.5","easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"Data Protection","Do you maintain a data catalog, including types, sensitivity levels, and processing and storage locations?","NO ANSWER",0,0.5,"I do not know.","1.5","easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"Data Protection","Do you regularly review and update the data catalog and your data protection policies and procedures?","NO ANSWER",0,0.5,"I do not know.","1.5","easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"System Decomissioning / Legacy Management","Do you identify and remove systems, applications, application dependencies, or services that are no longer used, have reached end of life, or are no longer actively developed or supported?","Yes, for most or all of the applications",1,NA,"I assume so.","1.5","easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"System Decomissioning / Legacy Management","Do you follow an established process for removing all associated resources, as part of decommissioning of unused systems, applications, application dependencies, or services?","Yes, most or all of the time",1,NA,"I assume so.","1.5","easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
"System Decomissioning / Legacy Management","Do you regularly evaluate the lifecycle state and support status of every software asset and underlying infrastructure component, and estimate their end of life?","Yes, for most or all of the assets",1,NA,"I assume so.","1.5","easy",NA,"b6bd0621cc0d30da13c6726de39c4dfa","verification",2
